municipality,oevk,no_votes18,opp_18,fidesz_18,jobbik18,m_type,no_votes22,fidesz22,opp_alliance22,mi_hazank22,opp_affiliation22,opp_won22,opp22is_jobbik18,mihazank22is_jobbik18,jobbik18on_mihazank22list,jobbik18on_opp22list,jobbik18on_preelection
Tiszabezdéd,Szabolcs-Szatmár-Bereg megye 4. számú egyéni választókerület,799,339,447,291,Falu,690,502,146,30,DK,0,0,0,0,0,0
Tiszabő,Jász-Nagykun-Szolnok megye 3. számú egyéni választókerület,984,45,938,33,Falu,977,965,10,1,JOBBIK,0,1,0,0,1,1
Tiszabura,Jász-Nagykun-Szolnok megye 3. számú egyéni választókerület,1339,165,1156,125,Falu,1275,1182,75,8,JOBBIK,0,1,0,0,1,1
Tiszacsécse,Szabolcs-Szatmár-Bereg megye 4. számú egyéni választókerület,154,37,109,22,Falu,126,94,24,3,DK,0,0,0,0,0,0
Tiszacsege,Hajdú-Bihar megye 5. számú egyéni választókerület,1998,846,1068,564,Falu,1978,1369,493,100,MOMENTUM,0,0,0,0,0,0
Tiszacsermely,Borsod-Abaúj-Zemplén megye 5. számú egyéni választókerület,168,43,112,36,Falu,172,138,25,6,JOBBIK,0,0,0,0,0,0
Tiszadada,Szabolcs-Szatmár-Bereg megye 2. számú egyéni választókerület,1053,330,706,257,Falu,1036,786,188,48,MSZP,0,0,0,0,0,0
Tiszaderzs,Jász-Nagykun-Szolnok megye 3. számú egyéni választókerület,543,171,369,135,Falu,505,399,75,26,JOBBIK,0,1,0,0,1,1
Tiszadob,Szabolcs-Szatmár-Bereg megye 2. számú egyéni választókerület,1115,493,603,371,Falu,1065,697,284,64,MSZP,0,0,0,0,0,0
Tiszadorogma,Borsod-Abaúj-Zemplén megye 7. számú egyéni választókerület,243,91,147,60,Falu,213,154,34,17,MSZP,0,0,0,0,0,0
Tiszaeszlár,Szabolcs-Szatmár-Bereg megye 2. számú egyéni választókerület,1095,337,428,257,Falu,1116,826,198,59,MSZP,0,0,0,0,0,0
Tiszaföldvár,Jász-Nagykun-Szolnok megye 4. számú egyéni választókerület,5062,2611,2351,1898,Kisváros,4877,2605,1652,461,JOBBIK,0,1,0,0,1,1
Tiszafüred,Jász-Nagykun-Szolnok megye 3. számú egyéni választókerület,5511,2822,2602,2091,Kisváros,5691,3329,1924,353,JOBBIK,0,1,0,0,1,1
Tiszagyenda,Jász-Nagykun-Szolnok megye 3. számú egyéni választókerület,423,190,227,149,Falu,462,302,132,19,JOBBIK,0,1,0,0,1,1
Tiszagyulaháza,Hajdú-Bihar megye 6. számú egyéni választókerület,326,142,180,91,Falu,362,237,70,44,JOBBIK,0,0,0,0,0,0
Tiszaigar,Jász-Nagykun-Szolnok megye 3. számú egyéni választókerület,342,110,228,101,Falu,311,246,46,18,JOBBIK,0,1,0,0,1,1
Tiszainoka,Jász-Nagykun-Szolnok megye 4. számú egyéni választókerület,182,74,103,31,Falu,176,124,37,7,JOBBIK,0,1,0,0,1,1
Tiszajenő,Jász-Nagykun-Szolnok megye 1. számú egyéni választókerület,782,307,468,212,Falu,799,505,173,81,DK,0,0,0,0,0,0
Tiszakanyár,Szabolcs-Szatmár-Bereg megye 3. számú egyéni választókerület,881,162,711,121,Falu,776,586,134,40,JOBBIK,0,0,0,0,1,1
Tiszakarád,Borsod-Abaúj-Zemplén megye 5. számú egyéni választókerület,782,228,479,161,Falu,769,619,112,29,JOBBIK,0,0,0,0,0,0
Tiszakécske,Bács-Kiskun megye 2. számú egyéni választókerület,5909,2180,3662,1163,Kisváros,5883,3671,1617,359,MOMENTUM,0,0,0,0,0,0
Tiszakerecseny,Szabolcs-Szatmár-Bereg megye 4. számú egyéni választókerület,414,88,317,76,Falu,415,317,80,15,DK,0,0,0,0,0,0
Tiszakeszi,Borsod-Abaúj-Zemplén megye 7. számú egyéni választókerület,1261,402,825,283,Falu,1149,774,250,73,MSZP,0,0,0,0,0,0
Tiszakóród,Szabolcs-Szatmár-Bereg megye 4. számú egyéni választókerület,403,162,219,105,Falu,377,269,76,20,DK,0,0,0,0,0,0
Tiszakürt,Jász-Nagykun-Szolnok megye 4. számú egyéni választókerület,676,282,385,198,Falu,612,380,169,42,JOBBIK,0,1,0,0,1,1
Tiszaladány,Borsod-Abaúj-Zemplén megye 6. számú egyéni választókerület,376,122,250,76,Falu,344,272,67,0,MSZP,0,0,0,0,0,0
Tiszalök,Szabolcs-Szatmár-Bereg megye 2. számú egyéni választókerület,2627,1436,1134,1158,Kisváros,2463,1420,851,135,MSZP,0,0,0,0,0,0
Tiszalúc,Borsod-Abaúj-Zemplén megye 6. számú egyéni választókerület,2052,1001,1006,769,Kisváros,2018,1356,571,0,MSZP,0,0,0,0,0,0
Tiszamogyorós,Szabolcs-Szatmár-Bereg megye 4. számú egyéni választókerület,333,123,201,102,Falu,341,250,67,19,DK,0,0,0,0,0,0
Tiszanagyfalu,Szabolcs-Szatmár-Bereg megye 2. számú egyéni választókerület,903,417,460,330,Falu,841,552,231,39,MSZP,0,0,0,0,0,0
Tiszanána,Heves megye 1. számú egyéni választókerület,1138,366,749,324,Falu,1046,789,171,61,DK,0,0,0,0,0,0
Tiszaörs,Jász-Nagykun-Szolnok megye 3. számú egyéni választókerület,598,209,365,167,Falu,609,430,142,30,JOBBIK,0,1,0,0,1,1
Tiszapalkonya,Borsod-Abaúj-Zemplén megye 6. számú egyéni választókerület,704,374,320,229,Falu,698,437,247,0,MSZP,0,0,0,0,0,0
Tiszapüspöki,Jász-Nagykun-Szolnok megye 4. számú egyéni választókerület,797,356,422,262,Falu,821,507,224,65,JOBBIK,0,1,0,0,1,1
Tiszarád,Szabolcs-Szatmár-Bereg megye 3. számú egyéni választókerület,190,57,127,44,Falu,198,163,26,3,JOBBIK,0,0,0,0,1,1
Tiszaroff,Jász-Nagykun-Szolnok megye 3. számú egyéni választókerület,790,338,435,279,Falu,738,522,178,26,JOBBIK,0,1,0,0,1,1
Tiszasas,Jász-Nagykun-Szolnok megye 4. számú egyéni választókerület,500,219,273,152,Falu,498,297,145,46,JOBBIK,0,1,0,0,1,1
Tiszasüly,Jász-Nagykun-Szolnok megye 2. számú egyéni választókerület,698,253,426,197,Falu,732,536,151,34,MSZP,0,0,0,0,0,0
Tiszaszalka,Szabolcs-Szatmár-Bereg megye 4. számú egyéni választókerület,507,174,325,113,Falu,473,328,109,28,DK,0,0,0,0,0,0
Tiszaszentimre,Jász-Nagykun-Szolnok megye 3. számú egyéni választókerület,914,336,566,268,Falu,855,605,197,44,JOBBIK,0,1,0,0,1,1
Tiszaszentmárton,Szabolcs-Szatmár-Bereg megye 4. számú egyéni választókerület,536,163,348,124,Falu,552,406,117,22,DK,0,0,0,0,0,0
Tiszasziget,Csongrád megye 1. számú egyéni választókerület,1017,410,532,139,Falu,1007,539,292,71,MSZP,1,0,0,0,1,1
Tiszaszőlős,Jász-Nagykun-Szolnok megye 3. számú egyéni választókerület,701,271,420,189,Falu,733,525,174,24,JOBBIK,0,1,0,0,1,1
Tiszatardos,Borsod-Abaúj-Zemplén megye 6. számú egyéni választókerület,129,41,84,36,Falu,124,96,24,0,MSZP,0,0,0,0,0,0
Tiszatarján,Borsod-Abaúj-Zemplén megye 7. számú egyéni választókerület,662,201,440,143,Falu,621,465,86,40,MSZP,0,0,0,0,0,0
Tiszatelek,Szabolcs-Szatmár-Bereg megye 3. számú egyéni választókerület,700,254,419,212,Falu,653,446,150,44,JOBBIK,0,0,0,0,1,1
Tiszatenyő,Jász-Nagykun-Szolnok megye 4. számú egyéni választókerület,738,402,316,329,Falu,694,336,263,64,JOBBIK,0,1,0,0,1,1
Tiszaug,Bács-Kiskun megye 4. számú egyéni választókerület,406,128,267,64,Falu,426,295,87,26,LMP,0,0,0,0,0,0
Tiszaújváros,Borsod-Abaúj-Zemplén megye 6. számú egyéni választókerület,11431,7710,3511,3901,Középváros,10099,3750,5845,0,MSZP,0,0,0,0,0,0
Tiszavalk,Borsod-Abaúj-Zemplén megye 7. számú egyéni választókerület,201,80,116,58,Falu,195,121,49,14,MSZP,0,0,0,0,0,0
Tiszavárkony,Jász-Nagykun-Szolnok megye 1. számú egyéni választókerület,800,391,395,256,Falu,793,420,256,68,DK,0,0,0,0,0,0
Tiszavasvári,Szabolcs-Szatmár-Bereg megye 2. számú egyéni választókerület,6077,3406,2595,2727,Kisváros,5677,3137,2004,382,MSZP,0,0,0,0,0,0
Tiszavid,Szabolcs-Szatmár-Bereg megye 4. számú egyéni választókerület,224,49,168,41,Falu,229,196,18,14,DK,0,0,0,0,0,0
Tisztaberek,Szabolcs-Szatmár-Bereg megye 4. számú egyéni választókerület,321,66,253,34,Falu,312,274,31,7,DK,0,0,0,0,0,0
Tivadar,Szabolcs-Szatmár-Bereg megye 4. számú egyéni választókerület,123,41,72,29,Falu,115,76,32,7,DK,0,0,0,0,0,0
Tóalmás,Pest megye 9. számú egyéni választókerület,1595,717,788,541,Falu,1784,1105,483,127,LMP,0,0,0,0,0,0
Tófalu,Heves megye 2. számú egyéni választókerület,309,119,185,89,Falu,304,219,57,24,JOBBIK,0,0,0,0,0,0
Tófej,Zala megye 3. számú egyéni választókerület,369,161,207,137,Falu,374,241,86,36,DK,0,0,0,0,0,0
Tófű,Baranya megye 3. számú egyéni választókerület,71,25,45,15,Falu,67,45,19,1,JOBBIK,0,0,0,0,0,0
Tök,Pest megye 2. számú egyéni választókerület,741,301,420,98,Falu,816,504,254,27,MOMENTUM,0,0,0,0,0,0
Tokaj,Borsod-Abaúj-Zemplén megye 6. számú egyéni választókerület,2083,1038,1007,722,Falu,2043,1232,732,0,MSZP,0,0,0,0,0,0
Tokod,Komárom-Esztergom megye 2. számú egyéni választókerület,2236,1116,1025,812,Falu,2185,1171,822,103,JOBBIK,0,1,0,0,1,1
Tokodaltáró,Komárom-Esztergom megye 2. számú egyéni választókerület,1456,749,638,548,Falu,1407,715,516,101,JOBBIK,0,1,0,0,1,1
Tököl,Pest megye 8. számú egyéni választókerület,5543,3116,2330,1307,Kisváros,5740,2789,2275,327,DK,0,0,0,0,0,0
Tokorcs,Vas megye 2. számú egyéni választókerület,207,82,123,50,Falu,217,134,54,24,MSZP,0,0,0,0,0,0
Tolcsva,Borsod-Abaúj-Zemplén megye 5. számú egyéni választókerület,900,534,354,181,Falu,811,457,256,72,JOBBIK,0,0,0,0,0,0
Told,Hajdú-Bihar megye 4. számú egyéni választókerület,111,23,87,12,Falu,101,94,6,0,MOMENTUM,0,0,0,0,0,0
Tolmács,Nógrád megye 2. számú egyéni választókerület,416,208,205,144,Falu,410,236,115,39,MOMENTUM,0,0,0,0,0,0
Tolna,Tolna megye 1. számú egyéni választókerület,5885,2693,3042,628,Kisváros,6104,3581,2032,316,MSZP,0,0,0,0,0,0
Tolnanémedi,Tolna megye 3. számú egyéni választókerület,487,178,303,128,Falu,499,342,104,38,JOBBIK,0,1,0,0,1,1
Töltéstava,Győr-Moson-Sopron megye 2. számú egyéni választókerület,1122,444,663,245,Falu,1218,752,343,87,DK,0,0,0,0,0,0
Tomajmonostora,Jász-Nagykun-Szolnok megye 3. számú egyéni választókerület,371,134,233,102,Falu,336,263,59,11,JOBBIK,0,1,0,0,1,1
Tomor,Borsod-Abaúj-Zemplén megye 4. számú egyéni választókerület,125,26,94,17,Falu,138,121,15,2,JOBBIK,0,0,0,0,0,0
Tömörd,Vas megye 2. számú egyéni választókerület,192,55,133,34,Falu,186,142,31,3,MSZP,0,0,0,0,0,0
Tömörkény,Csongrád megye 3. számú egyéni választókerület,914,363,525,284,Falu,843,558,195,76,JOBBIK,0,0,0,0,0,0
Tompa,Bács-Kiskun megye 5. számú egyéni választókerület,1989,778,1185,602,Falu,1987,1254,462,251,DK,0,0,0,0,0,0
Tompaládony,Vas megye 2. számú egyéni választókerület,195,39,155,30,Falu,196,153,34,6,MSZP,0,0,0,0,0,0
Tordas,Fejér megye 3. számú egyéni választókerület,1082,576,496,316,Falu,1202,629,429,78,DK,0,0,0,0,1,0
Tormafölde,Zala megye 3. számú egyéni választókerület,212,91,117,72,Falu,198,125,52,17,DK,0,0,0,0,0,0
Tormás,Baranya megye 4. számú egyéni választókerület,126,27,95,21,Falu,117,87,25,4,DK,0,0,0,0,0,0
Tormásliget,Vas megye 2. számú egyéni választókerület,204,42,160,23,Falu,188,142,25,17,MSZP,0,0,0,0,0,0
Tornabarakony,Borsod-Abaúj-Zemplén megye 4. számú egyéni választókerület,13,7,6,6,Falu,14,7,7,0,JOBBIK,0,0,0,0,0,0
Tornakápolna,Borsod-Abaúj-Zemplén megye 3. számú egyéni választókerület,22,8,14,6,Falu,17,14,0,3,MSZP,0,0,0,0,0,1
Tornanádaska,Borsod-Abaúj-Zemplén megye 3. számú egyéni választókerület,269,3,266,2,Falu,264,255,3,2,MSZP,0,0,0,0,0,1
Tornaszentandrás,Borsod-Abaúj-Zemplén megye 3. számú egyéni választókerület,107,40,60,30,Falu,89,66,18,3,MSZP,0,0,0,0,0,1
Tornaszentjakab,Borsod-Abaúj-Zemplén megye 4. számú egyéni választókerület,103,35,66,22,Falu,88,65,20,3,JOBBIK,0,0,0,0,0,0
Tornyiszentmiklós,Zala megye 3. számú egyéni választókerület,311,117,190,90,Falu,278,189,69,10,DK,0,0,0,0,0,0
Tornyosnémeti,Borsod-Abaúj-Zemplén megye 5. számú egyéni választókerület,195,51,139,47,Falu,213,163,29,12,JOBBIK,0,0,0,0,0,0
Tornyospálca,Szabolcs-Szatmár-Bereg megye 3. számú egyéni választókerület,1222,394,805,311,Falu,1129,748,274,89,JOBBIK,0,0,0,0,1,1
Törökbálint,Pest megye 1. számú egyéni választókerület,7742,4317,3218,810,Kisváros,8021,3569,3580,360,DK,0,0,0,0,0,0
Törökkoppány,Somogy megye 4. számú egyéni választókerület,187,92,94,43,Falu,199,133,64,0,JOBBIK,0,1,0,0,1,1
Törökszentmiklós,Jász-Nagykun-Szolnok megye 4. számú egyéni választókerület,12543,7166,5172,5800,Középváros,11522,5411,4573,1169,JOBBIK,0,1,0,0,1,1
Torony,Vas megye 1. számú egyéni választókerület,1021,379,625,142,Falu,1085,678,301,60,DK,0,0,0,0,1,0
Törtel,Pest megye 12. számú egyéni választókerület,1857,637,1191,514,Falu,1956,1341,433,128,JOBBIK,0,0,0,0,0,0
Torvaj,Somogy megye 4. számú egyéni választókerület,124,38,84,23,Falu,120,91,19,0,JOBBIK,0,1,0,0,1,1
Tószeg,Jász-Nagykun-Szolnok megye 1. számú egyéni választókerület,2383,1295,1048,875,Falu,2360,1208,852,186,DK,0,0,0,0,0,0
Tótkomlós,Békés megye 4. számú egyéni választókerület,3098,1582,1383,1084,Kisváros,2884,1497,1098,159,JOBBIK,0,1,0,0,0,1
Tótszentgyörgy,Baranya megye 4. számú egyéni választókerület,91,50,37,9,Falu,83,59,12,8,DK,0,0,0,0,0,0
Tótszentmárton,Zala megye 3. számú egyéni választókerület,442,211,228,163,Falu,392,225,133,21,DK,0,0,0,0,0,0
Tótszerdahely,Zala megye 3. számú egyéni választókerület,553,229,312,167,Falu,597,373,170,35,DK,0,0,0,0,0,0
Töttös,Baranya megye 3. számú egyéni választókerület,278,94,184,60,Falu,235,175,40,19,JOBBIK,0,0,0,0,0,0
Tótújfalu,Somogy megye 2. számú egyéni választókerület,104,32,70,25,Falu,112,92,16,3,JOBBIK,0,1,0,0,1,1
Tótvázsony,Veszprém megye 2. számú egyéni választókerület,740,256,462,201,Falu,770,472,206,51,DK,0,0,0,0,0,0
Trizs,Borsod-Abaúj-Zemplén megye 3. számú egyéni választókerület,135,65,65,44,Falu,114,61,31,10,MSZP,0,0,0,0,0,1
Tunyogmatolcs,Szabolcs-Szatmár-Bereg megye 4. számú egyéni választókerület,1173,476,648,356,Falu,1099,727,280,66,DK,0,0,0,0,0,0
Tura,Pest megye 9. számú egyéni választókerület,4063,1655,2285,1192,Kisváros,4135,2641,1099,239,LMP,0,0,0,0,0,0
Túristvándi,Szabolcs-Szatmár-Bereg megye 4. számú egyéni választókerület,368,92,264,74,Falu,358,279,58,15,DK,0,0,0,0,0,0
Türje,Zala megye 2. számú egyéni választókerület,706,335,357,223,Falu,712,446,201,43,MOMENTUM,0,0,0,0,0,0
Túrkeve,Jász-Nagykun-Szolnok megye 3. számú egyéni választókerület,4068,1957,2027,1277,Kisváros,3871,2354,1233,213,JOBBIK,0,1,0,0,1,1
Túrony,Baranya megye 4. számú egyéni választókerület,145,71,69,33,Falu,134,67,56,5,DK,0,0,0,0,0,0
Túrricse,Szabolcs-Szatmár-Bereg megye 4. számú egyéni választókerület,374,127,244,77,Falu,356,254,88,10,DK,0,0,0,0,0,0
Tüskevár,Veszprém megye 4. számú egyéni választókerület,303,105,196,77,Falu,307,211,66,22,MSZP,0,0,0,0,0,0
Tuzsér,Szabolcs-Szatmár-Bereg megye 4. számú egyéni választókerület,1468,634,785,568,Falu,1531,1131,300,83,DK,0,0,0,0,0,0
Tyukod,Szabolcs-Szatmár-Bereg megye 5. számú egyéni választókerület,844,330,504,291,Falu,879,565,222,83,JOBBIK,0,0,1,1,0,0
Udvar,Baranya megye 3. számú egyéni választókerület,80,13,62,7,Falu,76,50,16,9,JOBBIK,0,0,0,0,0,0
Udvari,Tolna megye 3. számú egyéni választókerület,137,20,115,0,Falu,148,117,24,7,JOBBIK,0,1,0,0,1,1
Ugod,Veszprém megye 4. számú egyéni választókerület,715,290,410,187,Falu,680,421,182,58,MSZP,0,0,0,0,0,0
Újbarok,Fejér megye 3. számú egyéni választókerület,237,108,125,50,Falu,277,166,84,15,DK,0,0,0,0,1,0
Újcsanálos,Borsod-Abaúj-Zemplén megye 6. számú egyéni választókerület,377,131,239,113,Falu,397,282,88,0,MSZP,0,0,0,0,0,0
Újdombrád,Szabolcs-Szatmár-Bereg megye 3. számú egyéni választókerület,331,88,236,69,Falu,308,236,59,9,JOBBIK,0,0,0,0,1,1
Újfehértó,Szabolcs-Szatmár-Bereg megye 6. számú egyéni választókerület,6286,2757,3424,1583,Kisváros,6190,3886,1827,311,JOBBIK,0,0,0,0,0,0
Újhartyán,Pest megye 10. számú egyéni választókerület,1612,600,996,354,Falu,1691,1081,436,114,PÁRBESZÉD,0,0,0,0,0,0
Újiráz,Hajdú-Bihar megye 4. számú egyéni választókerület,284,134,142,89,Falu,271,179,62,12,MOMENTUM,0,0,0,0,0,0
Újireg,Tolna megye 2. számú egyéni választókerület,153,58,89,45,Falu,148,88,38,19,DK,0,0,0,0,0,0
Újkenéz,Szabolcs-Szatmár-Bereg megye 3. számú egyéni választókerület,447,99,342,83,Falu,401,307,72,16,JOBBIK,0,0,0,0,1,1
Újkér,Győr-Moson-Sopron megye 4. számú egyéni választókerület,571,155,409,92,Falu,578,437,98,38,JOBBIK,0,1,0,0,1,1
Újkígyós,Békés megye 1. számú egyéni választókerület,2620,1256,1262,890,Kisváros,2593,1372,989,130,JOBBIK,0,0,0,0,0,0
Újlengyel,Pest megye 10. számú egyéni választókerület,971,338,620,205,Falu,1056,734,219,79,PÁRBESZÉD,0,0,0,0,0,0
Újléta,Hajdú-Bihar megye 3. számú egyéni választókerület,486,146,331,97,Falu,477,375,88,8,JOBBIK,0,0,0,0,0,0
Újlőrincfalva,Heves megye 1. számú egyéni választókerület,113,43,68,39,Falu,110,68,33,5,DK,0,0,0,0,0,0
Újpetre,Baranya megye 3. számú egyéni választókerület,481,215,258,135,Falu,482,283,153,26,JOBBIK,0,0,0,0,0,0
Újrónafő,Győr-Moson-Sopron megye 5. számú egyéni választókerület,391,193,186,105,Falu,422,251,115,23,JOBBIK,0,0,0,0,0,0
Újsolt,Bács-Kiskun megye 3. számú egyéni választókerület,112,63,47,46,Falu,101,57,38,5,DK,0,0,0,0,0,0
Újszalonta,Békés megye 3. számú egyéni választókerület,58,19,36,11,Falu,51,37,14,0,DK,0,0,0,0,0,0
Újszász,Jász-Nagykun-Szolnok megye 2. számú egyéni választókerület,3078,1419,1551,974,Kisváros,3039,1827,898,234,MSZP,0,0,0,0,0,0
Újszentiván,Csongrád megye 1. számú egyéni választókerület,1050,509,510,149,Falu,1063,468,383,99,MSZP,1,0,0,0,1,1
Újszentmargita,Hajdú-Bihar megye 6. számú egyéni választókerület,622,258,325,154,Falu,697,527,133,27,JOBBIK,0,0,0,0,0,0
Újszilvás,Pest megye 12. számú egyéni választókerület,1249,474,762,353,Falu,1296,913,271,72,JOBBIK,0,0,0,0,0,0
Újtelek,Bács-Kiskun megye 3. számú egyéni választókerület,231,75,147,50,Falu,211,154,46,4,DK,0,0,0,0,0,0
Újtikos,Hajdú-Bihar megye 6. számú egyéni választókerület,464,185,272,147,Falu,421,273,97,37,JOBBIK,0,0,0,0,0,0
Újudvar,Zala megye 3. számú egyéni választókerület,526,228,288,179,Falu,506,302,148,36,DK,0,0,0,0,0,0
Újvárfalva,Somogy megye 3. számú egyéni választókerület,114,21,89,19,Falu,100,78,19,1,JOBBIK,0,1,0,0,1,1
Ukk,Veszprém megye 3. számú egyéni választókerület,169,49,116,36,Falu,161,109,37,0,JOBBIK,0,1,0,0,1,1
Üllés,Csongrád megye 2. számú egyéni választókerület,1655,687,928,249,Falu,1673,955,475,155,MOMENTUM,0,0,0,0,0,0
Üllő,Pest megye 7. számú egyéni választókerület,6152,3200,2737,2018,Kisváros,6612,3337,2243,484,JOBBIK,0,0,0,0,1,0
Und,Győr-Moson-Sopron megye 4. számú egyéni választókerület,200,77,117,24,Falu,215,132,70,12,JOBBIK,0,1,0,0,1,1
Úny,Komárom-Esztergom megye 2. számú egyéni választókerület,404,183,203,113,Falu,409,232,123,25,JOBBIK,0,1,0,0,1,1
Uppony,Borsod-Abaúj-Zemplén megye 3. számú egyéni választókerület,160,94,63,69,Falu,153,85,46,17,MSZP,0,0,0,0,0,1
Ura,Szabolcs-Szatmár-Bereg megye 5. számú egyéni választókerület,328,100,218,83,Falu,318,230,66,20,JOBBIK,0,0,1,1,0,0
Uraiújfalu,Vas megye 2. számú egyéni választókerület,452,194,248,106,Falu,446,291,125,13,MSZP,0,0,0,0,0,0
Úrhida,Fejér megye 2. számú egyéni választókerület,1369,656,682,440,Falu,1474,723,507,100,JOBBIK,0,1,0,0,1,1
Úri,Pest megye 9. számú egyéni választókerület,1355,555,696,435,Falu,1410,852,387,94,LMP,0,0,0,0,0,0
Úrkút,Veszprém megye 1. számú egyéni választókerület,1058,210,583,177,Falu,1056,624,292,88,DK,0,0,0,0,0,0
Üröm,Pest megye 3. számú egyéni választókerület,4296,2295,1722,616,Kisváros,4901,2168,2192,203,MOMENTUM,0,0,0,0,0,1
Uszka,Szabolcs-Szatmár-Bereg megye 4. számú egyéni választókerület,211,50,158,16,Falu,219,174,43,0,DK,0,0,0,0,0,0
Uszód,Bács-Kiskun megye 3. számú egyéni választókerület,499,234,253,153,Falu,466,278,140,28,DK,0,0,0,0,0,0
Uzsa,Veszprém megye 3. számú egyéni választókerület,205,144,58,130,Falu,195,77,113,0,JOBBIK,0,1,0,0,1,1
Vác,Pest megye 4. számú egyéni választókerület,21295,10686,9708,5197,Középváros,21228,10560,8591,1057,JOBBIK,0,0,0,0,0,0
Vácduka,Pest megye 4. számú egyéni választókerület,801,357,411,188,Falu,926,527,305,48,JOBBIK,0,0,0,0,0,0
Vácegres,Pest megye 6. számú egyéni választókerület,430,145,271,64,Falu,470,295,113,30,LMP,0,0,0,0,0,0
Váchartyán,Pest megye 4. számú egyéni választókerület,1032,429,571,257,Falu,1087,658,316,66,JOBBIK,0,0,0,0,0,0
Váckisújfalu,Pest megye 6. számú egyéni választókerület,255,106,144,55,Falu,294,182,79,16,LMP,0,0,0,0,0,0
Vácrátót,Pest megye 4. számú egyéni választókerület,1026,467,514,302,Falu,1138,650,358,69,JOBBIK,0,0,0,0,0,0
Vácszentlászló,Pest megye 9. számú egyéni választókerület,1101,448,607,344,Falu,1203,759,300,84,LMP,0,0,0,0,0,0
Vadna,Borsod-Abaúj-Zemplén megye 4. számú egyéni választókerület,318,184,118,122,Falu,318,152,129,26,JOBBIK,0,0,0,0,0,0
Vadosfa,Győr-Moson-Sopron megye 3. számú egyéni választókerület,67,9,58,8,Falu,53,48,1,4,MSZP,0,0,0,0,1,1
Vág,Győr-Moson-Sopron megye 3. számú egyéni választókerület,317,111,202,80,Falu,293,205,62,21,MSZP,0,0,0,0,1,1
Vágáshuta,Borsod-Abaúj-Zemplén megye 5. számú egyéni választókerület,55,23,31,17,Falu,52,38,12,0,JOBBIK,0,0,0,0,0,0
Vaja,Szabolcs-Szatmár-Bereg megye 5. számú egyéni választókerület,1829,573,1229,488,Falu,1770,1278,312,156,JOBBIK,0,0,1,1,0,0
Vajdácska,Borsod-Abaúj-Zemplén megye 5. számú egyéni választókerület,547,241,300,142,Falu,527,354,131,27,JOBBIK,0,0,0,0,0,0
Vajszló,Baranya megye 4. számú egyéni választókerület,904,335,518,141,Falu,874,590,219,32,DK,0,0,0,0,0,0
Vajta,Fejér megye 5. számú egyéni választókerület,380,177,196,135,Falu,389,247,80,44,DK,0,0,0,1,0,0
Vál,Fejér megye 3. számú egyéni választókerület,1449,486,945,286,Falu,1484,1021,331,68,DK,0,0,0,0,1,0
Valkó,Pest megye 9. számú egyéni választókerület,1064,425,601,319,Falu,1150,775,273,51,LMP,0,0,0,0,0,0
Valkonya,Zala megye 3. számú egyéni választókerület,37,18,19,13,Falu,35,15,15,5,DK,0,0,0,0,0,0
Vállaj,Szabolcs-Szatmár-Bereg megye 6. számú egyéni választókerület,575,140,424,79,Falu,543,427,90,22,JOBBIK,0,0,0,0,0,0
Vállus,Zala megye 2. számú egyéni választókerület,66,16,49,12,Falu,63,44,15,2,MOMENTUM,0,0,0,0,0,0
Vámosatya,Szabolcs-Szatmár-Bereg megye 4. számú egyéni választókerület,286,97,170,78,Falu,264,184,51,24,DK,0,0,0,0,0,0
Vámoscsalád,Vas megye 2. számú egyéni választókerület,197,47,147,17,Falu,203,155,33,8,MSZP,0,0,0,0,0,0
Vámosgyörk,Heves megye 3. számú egyéni választókerület,1137,578,532,441,Falu,1076,623,305,128,MSZP,0,0,0,0,0,0
Vámosmikola,Pest megye 4. számú egyéni választókerület,703,170,447,118,Falu,719,523,129,35,JOBBIK,0,0,0,0,0,0
Vámosoroszi,Szabolcs-Szatmár-Bereg megye 4. számú egyéni választókerület,337,69,254,43,Falu,311,267,32,9,DK,0,0,0,0,0,0
Vámospércs,Hajdú-Bihar megye 3. számú egyéni választókerület,2746,785,1735,586,Kisváros,2718,1844,631,186,JOBBIK,0,0,0,0,0,0
Vámosszabadi,Győr-Moson-Sopron megye 5. számú egyéni választókerület,1008,446,517,280,Falu,1551,845,527,87,JOBBIK,0,0,0,0,0,0
Vámosújfalu,Borsod-Abaúj-Zemplén megye 5. számú egyéni választókerület,436,223,207,93,Falu,400,243,116,29,JOBBIK,0,0,0,0,0,0
Váncsod,Hajdú-Bihar megye 4. számú egyéni választókerület,586,274,302,200,Falu,529,321,128,31,MOMENTUM,0,0,0,0,0,0
Vanyarc,Nógrád megye 2. számú egyéni választókerület,604,251,348,164,Falu,599,392,127,64,MOMENTUM,0,0,0,0,0,0
Vanyola,Veszprém megye 4. számú egyéni választókerület,303,66,235,37,Falu,274,225,36,13,MSZP,0,0,0,0,0,0
Várad,Baranya megye 4. számú egyéni választókerület,60,40,17,4,Falu,58,37,14,5,DK,0,0,0,0,0,0
Váralja,Tolna megye 2. számú egyéni választókerület,428,122,296,75,Falu,429,329,72,20,DK,0,0,0,0,0,0
Varászló,Somogy megye 3. számú egyéni választókerület,86,34,50,32,Falu,72,52,20,0,JOBBIK,0,1,0,0,1,1
Váraszó,Heves megye 2. számú egyéni választókerület,303,132,164,111,Falu,294,175,103,11,JOBBIK,0,0,0,0,0,0
