ID,Választókerület,Nyertes,Nyertesre leadott szavazatok száma,Nyertesre leadott szavazatok aránya a választókerületben leadott összes szavazaton belül,Második hely,Másodikra leadott szavazatok száma,Másodikra leadott szavazatok aránya a választókerületben leadott összes szavazaton belül,info,Fideszre leadott szavazatok száma,Összesített ellenzéki szavazatok száma,Év,,,
2018_42,Pest megye 3. számú egyéni választókerület,Hadházy Sándor (FIDESZ-KDNP),30711,46.11,Király Miklós (DK),12852,19.3,"<table><tr><th>Jelöltek</th><th>Szavazatok</th></tr><tr class='FIDESZKDNP' class='first first2'><td>Hadházy Sándor (FIDESZ-KDNP)</td><td>30711 (46,11%)</td></tr><tr class='DK'><td>Király Miklós (DK)</td><td>12852 (19,3%)</td></tr><tr class='JOBBIK'><td>Pál Gábor (JOBBIK)</td><td>11624 (17,45%)</td></tr><tr class='LMP'><td>Drávucz Zsolt Krisztián (LMP)</td><td>4706 (7,07%)</td></tr><tr class='EGYÜTT'><td>Spät Judit Klára (EGYÜTT)</td><td>2044 (3,07%)</td></tr><tr class='MKKP'><td>Kövesdi Miklós Gábor (MKKP)</td><td>1827 (2,74%)</td></tr><tr class='MOMENTUM'><td>Vásárhelyi Judit (MOMENTUM)</td><td>1469 (2,21%)</td></tr><tr class='Függetlenjelölt'><td>Abonyi Géza (Független jelölt)</td><td>580 (0,87%)</td></tr><tr class='MAGYARMUNKÁSPÁRT'><td>Pálmai Ferenc (MAGYAR MUNKÁSPÁRT)</td><td>225 (0,34%)</td></tr><tr class='MAGYARIGAZSÁGÉSÉLETPÁRTJA'><td>Balogh Géza Péter (MAGYAR IGAZSÁG ÉS ÉLET PÁRTJA)</td><td>212 (0,32%)</td></tr><tr class='KELLAZÖSSZEFOGÁSPÁRT'><td>Waszlavik Miklós György (KELL AZ ÖSSZEFOGÁS PÁRT)</td><td>133 (0,2%)</td></tr><tr class='ÖSSZEFOGÁSPÁRT'><td>Holek Katalin (ÖSSZEFOGÁS PÁRT)</td><td>82 (0,12%)</td></tr><tr class='IRÁNYTŰPÁRT'><td>Szabó Zoltán Károly (IRÁNYTŰ PÁRT)</td><td>53 (0,08%)</td></tr><tr class='RENDÉSELSZÁMOLTATÁSPÁRT'><td>Dima Beáta (REND ÉS ELSZÁMOLTATÁS PÁRT)</td><td>46 (0,07%)</td></tr><tr class='MAGYARORSZÁGONÉLŐDOLGOZÓÉSTANULÓEMBEREKPÁRTJA'><td>Bossányi Lajos Istvánné (MAGYARORSZÁGON ÉLŐ DOLGOZÓ ÉS TANULÓ EMBEREK PÁRTJA)</td><td>39 (0,06%)</td></tr></table>",30711,32695,2018,,,
2018_43,Pest megye 5. számú egyéni választókerület,Dr. Tuzson Bence Balázs (FIDESZ-KDNP),30535,43.27,Rónai Sándor (DK),25574,36.24,"<table><tr><th>Jelöltek</th><th>Szavazatok</th></tr><tr class='FIDESZKDNP' class='first first2'><td>Dr. Tuzson Bence Balázs (FIDESZ-KDNP)</td><td>30535 (43,27%)</td></tr><tr class='DK'><td>Rónai Sándor (DK)</td><td>25574 (36,24%)</td></tr><tr class='JOBBIK'><td>Varga Zoltán Péter (JOBBIK)</td><td>10900 (15,45%)</td></tr><tr class='MOMENTUM'><td>Kohut Ákos Csaba (MOMENTUM)</td><td>2500 (3,54%)</td></tr><tr class='SPORTOSÉSEGÉSZSÉGESMAGYARORSZÁGÉRTPÁRT'><td>Sebeők Sarolta (SPORTOS ÉS EGÉSZSÉGES MAGYARORSZÁGÉRT PÁRT)</td><td>608 (0,86%)</td></tr><tr class='AHAZAPÁRTJA'><td>Hannl János (A HAZA PÁRTJA)</td><td>212 (0,3%)</td></tr><tr class='IRÁNYTŰPÁRT'><td>Fazekas Attila (IRÁNYTŰ PÁRT)</td><td>134 (0,19%)</td></tr><tr class='ORIGÓPÁRT'><td>Czoma Krisztina Veronika (ORIGÓ PÁRT)</td><td>98 (0,14%)</td></tr></table>",30535,38974,2018,,,
2018_44,Pest megye 6. számú egyéni választókerület,Vécsey László József (FIDESZ-KDNP),29588,45.92,Lengyel Szilvia (LMP),14763,22.91,"<table><tr><th>Jelöltek</th><th>Szavazatok</th></tr><tr class='FIDESZKDNP' class='first first2'><td>Vécsey László József (FIDESZ-KDNP)</td><td>29588 (45,92%)</td></tr><tr class='LMP'><td>Lengyel Szilvia (LMP)</td><td>14763 (22,91%)</td></tr><tr class='JOBBIK'><td>Vig János (JOBBIK)</td><td>12343 (19,16%)</td></tr><tr class='MSZPPÁRBESZÉD'><td>Makrai Zoltán (MSZP-PÁRBESZÉD)</td><td>4776 (7,41%)</td></tr><tr class='MKKP'><td>Bősze Gábor (MKKP)</td><td>1109 (1,72%)</td></tr><tr class='MOMENTUM'><td>Molnár László József (MOMENTUM)</td><td>848 (1,32%)</td></tr><tr class='ÉRTÜNKÉRTETEKAHITELESPÁRT'><td>Bertha Szilvia Zsuzsanna (ÉRTÜNK ÉRTETEK - A HITELES PÁRT)</td><td>261 (0,41%)</td></tr><tr class='EGYÜTT'><td>Kis Imre (EGYÜTT)</td><td>233 (0,36%)</td></tr><tr class='AHAZAPÁRTJA'><td>Kiszel Józsefné (A HAZA PÁRTJA)</td><td>101 (0,16%)</td></tr><tr class='KELLAZÖSSZEFOGÁSPÁRT'><td>Papp János (KELL AZ ÖSSZEFOGÁS PÁRT)</td><td>65 (0,1%)</td></tr><tr class='MINDENSZEGÉNYÉRTPÁRT'><td>Gáspár György (MINDEN SZEGÉNYÉRT PÁRT)</td><td>58 (0,09%)</td></tr><tr class='SZEGÉNYEKÉRTPÁRT'><td>Lázók Attila (SZEGÉNYEKÉRT PÁRT)</td><td>58 (0,09%)</td></tr><tr class='EURÓPAIROMAKERESZTÉNYEKJOBBLÉTÉÉRTDEMOKRATIKUSPÁRT'><td>Rácz Zsolt (EURÓPAI ROMA KERESZTÉNYEK JOBBLÉTÉÉRT DEMOKRATIKUS PÁRT)</td><td>54 (0,08%)</td></tr><tr class='KÖZÖSNEVEZŐ2018'><td>Mogyorósiné Kőhegyi Mária (KÖZÖS NEVEZŐ 2018)</td><td>46 (0,07%)</td></tr><tr class='HAJRÁMAGYARORSZÁG!PÁRT'><td>László Attila (HAJRÁ MAGYARORSZÁG! PÁRT)</td><td>44 (0,07%)</td></tr><tr class='JÓÚTMAGYARPOLGÁRIPÁRT'><td>Kanalas András (JÓ ÚT MAGYAR POLGÁRI PÁRT)</td><td>36 (0,06%)</td></tr><tr class='RENDÉSELSZÁMOLTATÁSPÁRT'><td>Vámos Péterné (REND ÉS ELSZÁMOLTATÁS PÁRT)</td><td>25 (0,04%)</td></tr><tr class='NETPÁRT'><td>Bogdányi Norbert László (NET PÁRT)</td><td>20 (0,03%)</td></tr></table>",29588,32963,2018,,,
2018_45,Pest megye 7. számú egyéni választókerület,Dr. Szűcs Lajos (FIDESZ-KDNP),27485,44.82,Sas Zoltán (JOBBIK),18114,29.54,"<table><tr><th>Jelöltek</th><th>Szavazatok</th></tr><tr class='FIDESZKDNP' class='first first2'><td>Dr. Szűcs Lajos (FIDESZ-KDNP)</td><td>27485 (44,82%)</td></tr><tr class='JOBBIK'><td>Sas Zoltán (JOBBIK)</td><td>18114 (29,54%)</td></tr><tr class='DK'><td>Nyeste Andrea (DK)</td><td>8744 (14,26%)</td></tr><tr class='LMP'><td>Apostol Klaudia Alexandra (LMP)</td><td>3538 (5,77%)</td></tr><tr class='MOMENTUM'><td>Kalasovszky Bernadett (MOMENTUM)</td><td>1350 (2,2%)</td></tr><tr class='EGYÜTT'><td>Tóth Judit Mária (EGYÜTT)</td><td>705 (1,15%)</td></tr><tr class='CSALÁDOKPÁRTJA'><td>Bagó Anita (CSALÁDOK PÁRTJA)</td><td>361 (0,59%)</td></tr><tr class='MINŐKPÁRT'><td>Bódiné Sikari Mária Magdolna (MI NŐK PÁRT)</td><td>216 (0,35%)</td></tr><tr class='MAGYARMUNKÁSPÁRT'><td>Kovács István (MAGYAR MUNKÁSPÁRT)</td><td>206 (0,34%)</td></tr><tr class='SPORTOSÉSEGÉSZSÉGESMAGYARORSZÁGÉRTPÁRT'><td>Tamás Levente (SPORTOS ÉS EGÉSZSÉGES MAGYARORSZÁGÉRT PÁRT)</td><td>177 (0,29%)</td></tr><tr class='MAGYARIGAZSÁGÉSÉLETPÁRTJA'><td>Lukácsi Zoltán (MAGYAR IGAZSÁG ÉS ÉLET PÁRTJA)</td><td>134 (0,22%)</td></tr><tr class='ÖSSZEFOGÁSPÁRT'><td>Barcsik Annamária (ÖSSZEFOGÁS PÁRT)</td><td>89 (0,15%)</td></tr><tr class='KELLAZÖSSZEFOGÁSPÁRT'><td>Sztakóné Zentai Mónika (KELL AZ ÖSSZEFOGÁS PÁRT)</td><td>85 (0,14%)</td></tr><tr class='AHAZAPÁRTJA'><td>Magyar András (A HAZA PÁRTJA)</td><td>76 (0,12%)</td></tr><tr><td>Tolnai Zoltán ()</td><td>23 (0,04%)</td></tr><tr class='ELÉGEDETTMAGYARORSZÁGÉRTMOZGALOM'><td>Elek Roland László (ELÉGEDETT MAGYARORSZÁGÉRT MOZGALOM)</td><td>18 (0,03%)</td></tr></table>",27485,32451,2018,,,
2018_46,Pest megye 8. számú egyéni választókerület,Bóna Zoltán (FIDESZ-KDNP),25272,40.33,Stefanik Zsolt (MSZP-P),19188,30.62,"<table><tr><th>Jelöltek</th><th>Szavazatok</th></tr><tr class='FIDESZKDNP' class='first first2'><td>Bóna Zoltán (FIDESZ-KDNP)</td><td>25272 (40,33%)</td></tr><tr class='MSZPPÁRBESZÉD'><td>Stefanik Zsolt (MSZP-PÁRBESZÉD)</td><td>19188 (30,62%)</td></tr><tr class='JOBBIK'><td>Lupa János (JOBBIK)</td><td>12758 (20,36%)</td></tr><tr class='LMP'><td>Hevényiné Danics Nikoletta (LMP)</td><td>3016 (4,81%)</td></tr><tr class='MOMENTUM'><td>Tótok József (MOMENTUM)</td><td>1355 (2,16%)</td></tr><tr class='SPORTOSÉSEGÉSZSÉGESMAGYARORSZÁGÉRTPÁRT'><td>Szilvási Zsolt (SPORTOS ÉS EGÉSZSÉGES MAGYARORSZÁGÉRT PÁRT)</td><td>348 (0,56%)</td></tr><tr class='MAGYARMUNKÁSPÁRT'><td>Varga Imre (MAGYAR MUNKÁSPÁRT)</td><td>325 (0,52%)</td></tr><tr class='MAGYARIGAZSÁGÉSÉLETPÁRTJA'><td>Fülöp Noémi Enikő (MAGYAR IGAZSÁG ÉS ÉLET PÁRTJA)</td><td>228 (0,36%)</td></tr><tr class='NEMZETIEGYÜTTMŰKÖDÉSÉSMEGBÉKÉLÉSPÁRT'><td>Lukács Gergely Márk (NEMZETI EGYÜTTMŰKÖDÉS ÉS MEGBÉKÉLÉS PÁRT)</td><td>108 (0,17%)</td></tr><tr class='HAJRÁMAGYARORSZÁG!PÁRT'><td>Lakatos Bálint (HAJRÁ MAGYARORSZÁG! PÁRT)</td><td>61 (0,1%)</td></tr></table>",25272,36317,2018,,,
2018_47,Somogy megye 1. számú egyéni választókerület,Gelencsér Attila (FIDESZ-KDNP),19466,43.69,Miháldinecz Gábor (JOBBIK),14206,31.89,"<table><tr><th>Jelöltek</th><th>Szavazatok</th></tr><tr class='FIDESZKDNP' class='first first2'><td>Gelencsér Attila (FIDESZ-KDNP)</td><td>19466 (43,69%)</td></tr><tr class='JOBBIK'><td>Miháldinecz Gábor (JOBBIK)</td><td>14206 (31,89%)</td></tr><tr class='DK'><td>Dr. László Imre (DK)</td><td>5700 (12,79%)</td></tr><tr class='LMP'><td>Dr. Busa József (LMP)</td><td>2057 (4,62%)</td></tr><tr class='Függetlenjelölt'><td>Dr. Nadrai Norbert József (Független jelölt)</td><td>999 (2,24%)</td></tr><tr class='MOMENTUM'><td>Berg Dániel Tamás (MOMENTUM)</td><td>743 (1,67%)</td></tr><tr class='EGYÜTT'><td>Kerepesi Tibor (EGYÜTT)</td><td>450 (1,01%)</td></tr><tr class='Függetlenjelölt'><td>Gelencsér Balázs (Független jelölt)</td><td>277 (0,62%)</td></tr><tr class='CSALÁDOKPÁRTJA'><td>Hegedűs Sándor (CSALÁDOK PÁRTJA)</td><td>183 (0,41%)</td></tr><tr><td>Fiatalos Árpád ()</td><td>182 (0,41%)</td></tr><tr class='Függetlenjelölt'><td>Nagy Nándor Lajos (Független jelölt)</td><td>94 (0,21%)</td></tr><tr class='EURÓPAIROMAKERESZTÉNYEKJOBBLÉTÉÉRTDEMOKRATIKUSPÁRT'><td>Lakatos Jenő Róbert (EURÓPAI ROMA KERESZTÉNYEK JOBBLÉTÉÉRT DEMOKRATIKUS PÁRT)</td><td>54 (0,12%)</td></tr><tr class='KELLAZÖSSZEFOGÁSPÁRT'><td>Palásti János (KELL AZ ÖSSZEFOGÁS PÁRT)</td><td>47 (0,11%)</td></tr><tr class='MAGYARORSZÁGICIGÁNYPÁRT'><td>Haraszti József (MAGYARORSZÁGI CIGÁNYPÁRT)</td><td>41 (0,09%)</td></tr><tr class='MODERNMAGYARORSZÁGMOZGALOMPÁRT'><td>Lóth Ferenc (MODERN MAGYARORSZÁG MOZGALOM PÁRT)</td><td>26 (0,06%)</td></tr><tr class='HAJRÁMAGYARORSZÁG!PÁRT'><td>Cseh Olivér (HAJRÁ MAGYARORSZÁG! PÁRT)</td><td>25 (0,06%)</td></tr></table>",19466,23156,2018,,,
2018_48,Szabolcs-Szatmár-Bereg megye 1. számú egyéni választókerület,Dr. Szabó Tünde (FIDESZ-KDNP),21779,40.34,Csabai Lászlóné (MSZP-P),17725,32.83,"<table><tr><th>Jelöltek</th><th>Szavazatok</th></tr><tr class='FIDESZKDNP' class='first first2'><td>Dr. Szabó Tünde (FIDESZ-KDNP)</td><td>21779 (40,34%)</td></tr><tr class='MSZPPÁRBESZÉD'><td>Csabai Lászlóné (MSZP-PÁRBESZÉD)</td><td>17725 (32,83%)</td></tr><tr class='JOBBIK'><td>Lengyel Máté (JOBBIK)</td><td>10372 (19,21%)</td></tr><tr class='LMP'><td>Dr. Szoboszlay György Csaba (LMP)</td><td>1792 (3,32%)</td></tr><tr class='MOMENTUM'><td>Babosi György (MOMENTUM)</td><td>838 (1,55%)</td></tr><tr class='MKKP'><td>Vajas Károly (MKKP)</td><td>670 (1,24%)</td></tr><tr class='KÖZÖSNEVEZŐ2018'><td>Dr. Gődény György (KÖZÖS NEVEZŐ 2018)</td><td>353 (0,65%)</td></tr><tr class='MAGYARIGAZSÁGÉSÉLETPÁRTJA'><td>Tóth Norbert (MAGYAR IGAZSÁG ÉS ÉLET PÁRTJA)</td><td>110 (0,2%)</td></tr><tr class='AHAZAPÁRTJA'><td>Tornai Mihályné (A HAZA PÁRTJA)</td><td>82 (0,15%)</td></tr><tr class='MODERNMAGYARORSZÁGMOZGALOMPÁRT'><td>Dr. Bón Borbála (MODERN MAGYARORSZÁG MOZGALOM PÁRT)</td><td>73 (0,14%)</td></tr><tr class='ÖSSZEFOGÁSPÁRT'><td>Szepessy Zsolt László (ÖSSZEFOGÁS PÁRT)</td><td>57 (0,11%)</td></tr><tr class='MAGYARORSZÁGICIGÁNYPÁRT'><td>Balogh Artúr (MAGYARORSZÁGI CIGÁNYPÁRT)</td><td>55 (0,1%)</td></tr><tr class='RENDÉSELSZÁMOLTATÁSPÁRT'><td>Molnár Szilárd László (REND ÉS ELSZÁMOLTATÁS PÁRT)</td><td>35 (0,06%)</td></tr><tr class='KELLAZÖSSZEFOGÁSPÁRT'><td>Marosi Veronika Ágnes (KELL AZ ÖSSZEFOGÁS PÁRT)</td><td>30 (0,06%)</td></tr><tr class='NETPÁRT'><td>Bálint József (NET PÁRT)</td><td>18 (0,03%)</td></tr></table>",21779,30727,2018,,,
2018_49,Szabolcs-Szatmár-Bereg megye 2. számú egyéni választókerület,Dr. Vinnai Győző (FIDESZ-KDNP),22395,47.89,Dr. Fülöp Erik Sándor (JOBBIK),16393,35.05,"<table><tr><th>Jelöltek</th><th>Szavazatok</th></tr><tr class='FIDESZKDNP' class='first first2'><td>Dr. Vinnai Győző (FIDESZ-KDNP)</td><td>22395 (47,89%)</td></tr><tr class='JOBBIK'><td>Dr. Fülöp Erik Sándor (JOBBIK)</td><td>16393 (35,05%)</td></tr><tr class='DK'><td>Dr. Helmeczy László (DK)</td><td>4909 (10,5%)</td></tr><tr class='LMP'><td>Cselószki Tamás (LMP)</td><td>1303 (2,79%)</td></tr><tr class='MOMENTUM'><td>Szántó Gábor (MOMENTUM)</td><td>493 (1,05%)</td></tr><tr class='MAGYARIGAZSÁGÉSÉLETPÁRTJA'><td>Nagy Tibor (MAGYAR IGAZSÁG ÉS ÉLET PÁRTJA)</td><td>451 (0,96%)</td></tr><tr class='Függetlenjelölt'><td>Mészáros Ferenc (Független jelölt)</td><td>219 (0,47%)</td></tr><tr class='MAGYARORSZÁGICIGÁNYPÁRT'><td>Farkas István (MAGYARORSZÁGI CIGÁNYPÁRT)</td><td>129 (0,28%)</td></tr><tr class='SPORTOSÉSEGÉSZSÉGESMAGYARORSZÁGÉRTPÁRT'><td>Rozsnyai Róbert (SPORTOS ÉS EGÉSZSÉGES MAGYARORSZÁGÉRT PÁRT)</td><td>77 (0,16%)</td></tr><tr class='KÖZÖSNEVEZŐ2018'><td>Tóth Albert János (KÖZÖS NEVEZŐ 2018)</td><td>67 (0,14%)</td></tr><tr class='AHAZAPÁRTJA'><td>Tolnai Tibor (A HAZA PÁRTJA)</td><td>47 (0,1%)</td></tr><tr class='EURÓPAIROMAKERESZTÉNYEKJOBBLÉTÉÉRTDEMOKRATIKUSPÁRT'><td>Kóka Gábor (EURÓPAI ROMA KERESZTÉNYEK JOBBLÉTÉÉRT DEMOKRATIKUS PÁRT)</td><td>43 (0,09%)</td></tr><tr class='KELLAZÖSSZEFOGÁSPÁRT'><td>Váradi György (KELL AZ ÖSSZEFOGÁS PÁRT)</td><td>40 (0,09%)</td></tr><tr class='RENDÉSELSZÁMOLTATÁSPÁRT'><td>Doka Jánosné (REND ÉS ELSZÁMOLTATÁS PÁRT)</td><td>37 (0,08%)</td></tr><tr class='TENNIAKARÁSMOZGALOM'><td>Treszkai Ildikó (TENNI AKARÁS MOZGALOM)</td><td>34 (0,07%)</td></tr><tr class='ÖSSZEFOGÁSACIVILEKÉRTPÁRT'><td>Kalderál Cintia (ÖSSZEFOGÁS A CIVILEKÉRT PÁRT)</td><td>28 (0,06%)</td></tr><tr class='AMIPÁRTUNKIMA'><td>Nagy József (A MI PÁRTUNK - IMA)</td><td>24 (0,05%)</td></tr><tr class='ÖSSZEFOGÁSPÁRT'><td>Ördög Panna (ÖSSZEFOGÁS PÁRT)</td><td>24 (0,05%)</td></tr><tr class='ELÉGEDETTMAGYARORSZÁGÉRTMOZGALOM'><td>Balog Evelin (ELÉGEDETT MAGYARORSZÁGÉRT MOZGALOM)</td><td>24 (0,05%)</td></tr><tr class='NETPÁRT'><td>File Józsefné (NET PÁRT)</td><td>23 (0,05%)</td></tr><tr class='EGYENLŐSÉGROMAPÁRT'><td>Varga Katalin Nikoletta (EGYENLŐSÉG ROMA PÁRT)</td><td>8 (0,02%)</td></tr></table>",22395,23098,2018,,,
2018_50,Veszprém megye 1. számú egyéni választókerület,Ovádi Péter (FIDESZ-KDNP),25920,48.75,Kész Zoltán (Független jelölt),16688,31.39,"<table><tr><th>Jelöltek</th><th>Szavazatok</th></tr><tr class='FIDESZKDNP' class='first first2'><td>Ovádi Péter (FIDESZ-KDNP)</td><td>25920 (48,75%)</td></tr><tr class='Függetlenjelölt'><td>Kész Zoltán (Független jelölt)</td><td>16688 (31,39%)</td></tr><tr class='JOBBIK'><td>Dr. Varga-Damm Andrea (JOBBIK)</td><td>7054 (13,27%)</td></tr><tr class='LMP'><td>Hites Viktor (LMP)</td><td>1811 (3,41%)</td></tr><tr class='MKKP'><td>Szimmer Ákos Gábor (MKKP)</td><td>818 (1,54%)</td></tr><tr class='MOMENTUM'><td>Dr. Meződi János (MOMENTUM)</td><td>744 (1,4%)</td></tr><tr class='ÖSSZEFOGÁSPÁRT'><td>Nagy Éva (ÖSSZEFOGÁS PÁRT)</td><td>130 (0,24%)</td></tr></table>",25920,26297,2018,,,
2018_51,Veszprém megye 3. számú egyéni választókerület,Fenyvesi Zoltán Mihály (FIDESZ-KDNP),22838,46.91,Rig Lajos (JOBBIK),19748,40.56,"<table><tr><th>Jelöltek</th><th>Szavazatok</th></tr><tr class='FIDESZKDNP' class='first first2'><td>Fenyvesi Zoltán Mihály (FIDESZ-KDNP)</td><td>22838 (46,91%)</td></tr><tr class='JOBBIK'><td>Rig Lajos (JOBBIK)</td><td>19748 (40,56%)</td></tr><tr class='MSZPPÁRBESZÉD'><td>Kárpáti Lajos Béla (MSZP-PÁRBESZÉD)</td><td>3992 (8,2%)</td></tr><tr class='LMP'><td>Takács Lajos (LMP)</td><td>1107 (2,27%)</td></tr><tr class='MKKP'><td>Pavlovics Márk Máté (MKKP)</td><td>576 (1,18%)</td></tr><tr class='CSALÁDOKPÁRTJA'><td>Bajcsy Bálint Endre (CSALÁDOK PÁRTJA)</td><td>130 (0,27%)</td></tr><tr class='MAGYARMUNKÁSPÁRT'><td>Hajós Erika Ibolya (MAGYAR MUNKÁSPÁRT)</td><td>87 (0,18%)</td></tr><tr class='HAJRÁMAGYARORSZÁG!PÁRT'><td>Csonka Gergő (HAJRÁ MAGYARORSZÁG! PÁRT)</td><td>70 (0,14%)</td></tr><tr class='SZEGÉNYEMBEREKMAGYARORSZÁGÉRTPÁRT'><td>Gyécsek Ildikó (SZEGÉNY EMBEREK MAGYARORSZÁGÉRT PÁRT)</td><td>52 (0,11%)</td></tr><tr class='MAGYARORSZÁGONÉLŐDOLGOZÓÉSTANULÓEMBEREKPÁRTJA'><td>Winkelbauer Klára (MAGYARORSZÁGON ÉLŐ DOLGOZÓ ÉS TANULÓ EMBEREK PÁRTJA)</td><td>40 (0,08%)</td></tr><tr class='ÖSSZEFOGÁSPÁRT'><td>Molnár Edina (ÖSSZEFOGÁS PÁRT)</td><td>35 (0,07%)</td></tr><tr class='AMIPÁRTUNKIMA'><td>Király Jonatán (A MI PÁRTUNK - IMA)</td><td>10 (0,02%)</td></tr></table>",22838,24847,2018,,,
2018_52,Zala megye 3. számú egyéni választókerület,Cseresnyés Péter (FIDESZ-KDNP),25161,48.79,Zakó László (JOBBIK),17840,34.6,"<table><tr><th>Jelöltek</th><th>Szavazatok</th></tr><tr class='FIDESZKDNP' class='first first2'><td>Cseresnyés Péter (FIDESZ-KDNP)</td><td>25161 (48,79%)</td></tr><tr class='JOBBIK'><td>Zakó László (JOBBIK)</td><td>17840 (34,6%)</td></tr><tr class='DK'><td>Horváth Jácint (DK)</td><td>5136 (9,96%)</td></tr><tr class='LMP'><td>Dr. Károlyi Attila József (LMP)</td><td>1863 (3,61%)</td></tr><tr class='MOMENTUM'><td>Dr. Polónyi Tamás Miklós (MOMENTUM)</td><td>751 (1,46%)</td></tr><tr class='CSALÁDOKPÁRTJA'><td>Hollender-Lukács Anett (CSALÁDOK PÁRTJA)</td><td>209 (0,41%)</td></tr><tr class='KELLAZÖSSZEFOGÁSPÁRT'><td>Dolmányos Szilárd József (KELL AZ ÖSSZEFOGÁS PÁRT)</td><td>152 (0,29%)</td></tr><tr class='ELÉGEDETLENEKPÁRTJA'><td>Sütő Dávid (ELÉGEDETLENEK PÁRTJA)</td><td>96 (0,19%)</td></tr><tr class='ÖSSZEFOGÁSPÁRT'><td>Piskor József Zoltán (ÖSSZEFOGÁS PÁRT)</td><td>82 (0,16%)</td></tr><tr class='MAGYARORSZÁGONÉLŐDOLGOZÓÉSTANULÓEMBEREKPÁRTJA'><td>Hollender Szabolcs (MAGYARORSZÁGON ÉLŐ DOLGOZÓ ÉS TANULÓ EMBEREK PÁRTJA)</td><td>81 (0,16%)</td></tr><tr class='SZEGÉNYEMBEREKMAGYARORSZÁGÉRTPÁRT'><td>Hozbor Ádám (SZEGÉNY EMBEREK MAGYARORSZÁGÉRT PÁRT)</td><td>56 (0,11%)</td></tr><tr class='MAGYARORSZÁGICIGÁNYPÁRT'><td>Orsós László János (MAGYARORSZÁGI CIGÁNYPÁRT)</td><td>50 (0,1%)</td></tr><tr class='EURÓPAIROMAKERESZTÉNYEKJOBBLÉTÉÉRTDEMOKRATIKUSPÁRT'><td>Bogdán Dániel (EURÓPAI ROMA KERESZTÉNYEK JOBBLÉTÉÉRT DEMOKRATIKUS PÁRT)</td><td>50 (0,1%)</td></tr><tr class='EURÓPAICIGÁNYOKDEMOKRATIKUSPÁRTJA'><td>Szilveszter Nikolett (EURÓPAI CIGÁNYOK DEMOKRATIKUS PÁRTJA)</td><td>22 (0,04%)</td></tr><tr class='NÉPOLDALIPÁRT'><td>Gayer András Rikárd (NÉP OLDALI PÁRT)</td><td>18 (0,03%)</td></tr></table>",25161,25590,2018,,,
2018_53,Baranya megye 3. számú egyéni választókerület,Dr. Hargitai János György (FIDESZ-KDNP),27603,57.62,Szőcs Norbert (JOBBIK),11359,23.71,"<table><tr><th>Jelöltek</th><th>Szavazatok</th></tr><tr class='FIDESZKDNP' class='first first2'><td>Dr. Hargitai János György (FIDESZ-KDNP)</td><td>27603 (57,62%)</td></tr><tr class='JOBBIK'><td>Szőcs Norbert (JOBBIK)</td><td>11359 (23,71%)</td></tr><tr class='DK'><td>Lukács János (DK)</td><td>4262 (8,9%)</td></tr><tr class='LMP'><td>Bosnyák Attila András (LMP)</td><td>3345 (6,98%)</td></tr><tr class='MAGYARMUNKÁSPÁRT'><td>Horváth József (MAGYAR MUNKÁSPÁRT)</td><td>284 (0,59%)</td></tr><tr class='CSALÁDOKPÁRTJA'><td>Lakatos Csaba (CSALÁDOK PÁRTJA)</td><td>228 (0,48%)</td></tr><tr class='SPORTOSÉSEGÉSZSÉGESMAGYARORSZÁGÉRTPÁRT'><td>Szaksz Adrienn Zsanett (SPORTOS ÉS EGÉSZSÉGES MAGYARORSZÁGÉRT PÁRT)</td><td>213 (0,44%)</td></tr><tr class='FÜGGETLENKISGAZDAFÖLDMUNKÁSÉSPOLGÁRIPÁRT'><td>Prim Géza (FÜGGETLEN KISGAZDA-, FÖLDMUNKÁS- ÉS POLGÁRI PÁRT)</td><td>165 (0,34%)</td></tr><tr class='MAGYARORSZÁGICIGÁNYPÁRT'><td>Kóródiné Sárközi Rita (MAGYARORSZÁGI CIGÁNYPÁRT)</td><td>134 (0,28%)</td></tr><tr class='HAJRÁMAGYARORSZÁG!PÁRT'><td>Lőrinczné Németh Marianna Sarolta (HAJRÁ MAGYARORSZÁG! PÁRT)</td><td>97 (0,2%)</td></tr><tr class='ÖSSZEFOGÁSPÁRT'><td>Antal-Haszonics Hajnalka (ÖSSZEFOGÁS PÁRT)</td><td>84 (0,18%)</td></tr><tr class='MAGYARORSZÁGONÉLŐDOLGOZÓÉSTANULÓEMBEREKPÁRTJA'><td>Orsós Erzsébet (MAGYARORSZÁGON ÉLŐ DOLGOZÓ ÉS TANULÓ EMBEREK PÁRTJA)</td><td>65 (0,14%)</td></tr><tr class='HÁTRÁNYOSHELYZETŰEKPÁRTJA'><td>Buzgó Krisztina (HÁTRÁNYOS HELYZETŰEK PÁRTJA)</td><td>64 (0,13%)</td></tr></table>",27603,18966,2018,,,
